ID,NumDate,StDate,Opp,Score,Res,FGA,FGM,FGP,3PA,3PM,3PP,FTA,FTM,FTP,PTS,REB,AST,BLK,STL,PF,TO,MIN
2326307,20160413,Wed 4/13,HOU,81-116,L,18,3,0.167,12,3,0.25,1,1,1.0,10,6,5,0,0,1,5,40
2326307,20160411,Mon 4/11,PHX,105-101,W,14,8,0.571,6,3,0.5,2,1,0.5,20,3,15,0,3,3,2,38
2326307,20160409,Sat 4/9,OKC,114-112,W,13,7,0.538,10,6,0.6,0,0,0.0,20,2,3,0,0,2,1,33
2326307,20160407,Thu 4/7,MIN,97-105,L,8,3,0.375,3,2,0.667,2,2,1.0,10,1,2,0,0,2,2,26
2326307,20160405,Tue 4/5,POR,107-115,L,12,6,0.5,5,3,0.6,2,2,1.0,17,6,4,0,0,4,1,34
2326307,20160402,Sat 4/2,DEN,115-106,W,10,7,0.7,5,2,0.4,1,1,1.0,17,1,5,0,1,1,3,25
2326307,20160401,Fri 4/1,MIA,106-112,L,10,5,0.5,6,4,0.667,8,7,0.875,21,2,3,0,2,0,1,32
2326307,20160330,Wed 3/30,WSH,120-111,W,5,2,0.4,2,1,0.5,0,0,0.0,5,0,0,0,0,2,0,17
2326307,20160328,Mon 3/28,POR,93-105,L,17,9,0.529,6,3,0.5,0,0,0.0,21,4,1,0,2,2,3,34
2326307,20160327,Sun 3/27,DAL,133-111,W,7,4,0.571,4,2,0.5,4,4,1.0,14,1,3,0,1,0,1,23
2326307,20160325,Fri 3/25,PHX,116-94,W,10,4,0.4,5,2,0.4,2,2,1.0,12,4,1,1,0,1,1,26
2326307,20160323,Wed 3/23,MIN,104-113,L,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2326307,20160321,Mon 3/21,CHI,102-109,L,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2326307,20160320,Sun 3/20,NY,88-80,W,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2326307,20160318,Fri 3/18,DET,108-115,L,1,1,1.0,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,4
2326307,20160316,Wed 3/16,NO,108-123,L,11,5,0.455,4,1,0.25,0,0,0.0,11,2,5,0,0,1,2,34
2326307,20160315,Tue 3/15,LAL,106-98,W,2,0,0.0,2,0,0.0,0,0,0.0,0,0,0,1,0,1,0,6
2326307,20160313,Sun 3/13,UTAH,99-108,L,4,2,0.5,2,1,0.5,0,0,0.0,5,1,2,0,1,1,0,17
2326307,20160311,Fri 3/11,ORL,100-107,L,6,1,0.167,3,1,0.333,0,0,0.0,3,3,0,0,1,0,0,18
2326307,20160309,Wed 3/9,CLE,111-120,L,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2326307,20160307,Mon 3/7,NO,112-115,L,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2326307,20160305,Sat 3/5,SA,94-104,L,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2326307,20160303,Thu 3/3,DAL,104-101,W,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2326307,20160302,Wed 3/2,MEM,98-104,L,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2326307,20160229,Mon 2/29,OKC,116-131,L,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2326307,20160226,Fri 2/26,LAC,107-117,L,9,5,0.556,4,3,0.75,7,6,0.857,19,4,0,0,1,4,2,26
2326307,20160224,Wed 2/24,SA,92-108,L,2,1,0.5,1,0,0.0,0,0,0.0,2,0,0,0,0,1,0,6
2326307,20160223,Tue 2/23,DEN,114-110,W,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2326307,20160219,Fri 2/19,DEN,116-110,W,1,1,1.0,0,0,0.0,0,0,0.0,2,1,0,0,0,0,0,1
2326307,20160210,Wed 2/10,PHI,114-110,W,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2326307,20160208,Mon 2/8,CLE,100-120,L,2,0,0.0,1,0,0.0,2,0,0.0,0,0,0,0,1,0,0,5
2326307,20160207,Sun 2/7,BOS,119-128,L,1,1,1.0,1,1,1.0,0,0,0.0,3,0,0,1,1,1,0,4
