ID,NumDate,StDate,Opp,Score,Res,FGA,FGM,FGP,3PA,3PM,3PP,FTA,FTM,FTP,PTS,REB,AST,BLK,STL,PF,TO,MIN
2489785,20150415,Wed 4/15,GS,126-133,L,5,3,0.6,2,1,0.5,2,2,1.0,9,2,1,1,3,2,1,16
2489785,20150413,Mon 4/13,LAC,103-110,L,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2489785,20150412,Sun 4/12,SAC,122-111,W,1,0,0.0,1,0,0.0,0,0,0.0,0,0,0,0,0,1,1,4
2489785,20150410,Fri 4/10,DAL,143-144,L,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2489785,20150408,Wed 4/8,LAL,119-101,W,3,0,0.0,2,0,0.0,0,0,0.0,0,0,0,0,0,1,0,2
2489785,20150404,Sat 4/4,LAC,92-107,L,1,0,0.0,0,0,0.0,2,2,1.0,2,1,1,0,0,1,0,4
2489785,20150403,Fri 4/3,SA,93-123,L,1,1,1.0,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,1
2489785,20150401,Wed 4/1,UTAH,84-98,L,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,3,0,4
2489785,20150328,Sat 3/28,POR,114-120,L,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2489785,20150325,Wed 3/25,POR,89-92,L,4,1,0.25,3,1,0.333,0,0,0.0,3,0,1,0,1,0,0,14
2489785,20150323,Mon 3/23,MIN,104-106,L,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2489785,20150321,Sat 3/21,GS,91-106,L,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2489785,20150319,Thu 3/19,LAL,80-73,W,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2489785,20150318,Wed 3/18,WSH,84-88,L,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2489785,20150316,Mon 3/16,CHA,94-66,W,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2489785,20150314,Sat 3/14,DET,88-85,W,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
